id,LotArea,OverallCond,YearBuilt,X1stFlrSF,X2ndFlrSF,BsmtFullBath,FullBath,TotRmsAbvGrd,GarageCars,SalePrice,employee_id
500,7535,7,1958,912,0,0,1,5,1,120000,1
501,1890,5,1973,672,546,0,1,7,1,113000,1
502,9803,5,2005,866,902,0,2,7,2,226700,1
503,9170,7,1965,1214,0,1,1,6,2,140000,1
504,15602,8,1959,1801,0,1,2,6,2,289000,1
505,2308,5,1974,855,467,0,2,6,2,147000,1
506,7596,5,1952,960,1000,0,2,10,2,124500,1
507,9554,5,1993,1065,846,0,2,8,2,215000,1
508,7862,5,2009,1218,0,0,2,4,2,208300,1
509,9600,9,1928,689,689,0,2,7,2,161000,1
510,9600,6,1959,1041,0,1,1,6,1,124500,1
511,14559,7,1951,1363,0,1,1,6,1,164900,1
512,6792,5,2005,1368,0,0,2,6,2,202665,1
513,9100,5,1958,864,0,1,1,5,2,129900,1
514,9187,5,1983,1080,0,0,1,5,2,134000,1
515,10594,5,1926,789,0,0,1,5,1,96500,1
516,12220,5,2009,2020,0,1,2,9,3,402861,1
517,10448,6,1972,1378,741,0,2,7,2,158000,1
518,10208,5,1996,1277,1067,0,2,7,3,265000,1
519,9531,5,1998,882,914,1,2,7,2,211000,1
520,10918,9,1926,1276,804,0,1,9,1,234000,1
521,10800,7,1900,694,600,0,2,7,0,106250,1
522,11988,6,1957,1244,0,0,1,6,1,150000,1
523,5000,7,1947,1004,660,0,2,7,2,159000,1
524,40094,5,2007,3138,1538,1,3,11,3,184750,1
525,11787,5,1996,1383,1015,1,2,8,3,315750,1
526,7500,5,2005,1266,0,0,2,6,2,176000,1
527,13300,7,1956,928,0,0,1,4,1,132000,1
528,14948,5,2008,1476,1237,1,2,11,3,446261,1
529,9098,7,1920,605,0,1,1,5,0,86000,1
530,32668,3,1957,2515,0,1,3,9,2,200624,1
531,10200,5,1988,1509,0,1,2,5,2,175000,1
532,6155,8,1920,751,611,0,2,6,2,128000,1
533,7200,7,1955,827,0,0,1,5,1,107500,1
534,5000,3,1946,334,0,0,1,2,0,39300,1
535,9056,5,2004,707,707,0,2,6,2,178000,1
536,7000,7,1910,820,527,1,1,5,0,107500,1
537,8924,5,1998,880,844,0,2,8,2,188000,1
538,12735,5,1972,864,0,0,1,5,2,111250,1
539,11553,5,1968,1159,0,0,1,7,1,158000,1
540,11423,5,2001,1601,0,1,2,6,2,272000,1
541,14601,5,2006,1838,0,1,2,8,3,315000,1
542,11000,5,2000,997,1288,0,2,8,3,248000,1
543,10140,5,1998,1680,0,1,2,7,2,213250,1
544,4058,5,1998,767,0,1,1,4,1,133000,1
545,17104,5,2006,664,832,1,2,7,2,179665,1
546,13837,5,1988,1377,806,0,2,9,3,229000,1
547,8737,7,1923,915,720,0,1,6,2,210000,1
548,7244,7,1970,768,0,1,1,5,2,129500,1
549,8235,7,1955,825,0,1,1,4,2,125000,1
550,9375,5,2003,912,1182,0,2,8,2,263000,1
551,4043,6,1977,1069,0,0,2,4,2,140000,1
552,6000,6,1957,928,0,0,1,5,1,112500,1
553,11146,5,2006,1717,0,0,2,7,3,255500,1
554,8777,5,1949,1126,0,0,2,5,2,108000,1
555,10625,5,2003,1006,1040,1,2,8,3,284000,1
556,6380,6,1922,1048,0,0,1,5,1,113000,1
557,14850,5,1957,1092,0,1,1,6,1,141000,1
558,11040,6,1920,897,439,0,1,7,1,108000,1
559,21872,5,1996,729,717,0,2,6,2,175000,1
560,3196,5,2003,1557,0,0,2,7,2,234000,1
561,11341,6,1957,1392,0,1,1,5,2,121500,1
562,10010,5,1974,1389,0,1,1,6,2,170000,1
563,13907,6,1940,996,0,1,1,6,0,108000,1
564,21780,7,1918,1163,511,0,2,8,2,185000,1
565,13346,5,1992,1166,1129,1,2,9,2,268000,1
566,6858,4,1915,841,806,1,1,6,1,128000,1
567,11198,5,2005,1134,1370,0,2,11,3,325000,1
568,10171,5,2004,1535,0,0,2,7,2,214000,1
569,12327,8,1983,1496,636,1,1,5,2,316600,1
570,7032,5,1979,943,0,1,1,4,2,135960,1
571,13101,5,1965,1728,0,0,2,10,2,142600,1
572,7332,6,1959,864,0,1,1,4,1,120000,1
573,13159,5,2009,846,846,0,2,6,2,224500,1
574,9967,5,2000,774,656,0,2,8,2,170000,1
575,10500,7,1971,576,533,0,1,5,1,139000,1
576,8480,5,1947,832,384,0,1,6,1,118500,1
577,6292,7,1928,877,600,0,2,6,1,145000,1
578,11777,6,1966,1320,0,1,1,6,2,164500,1
579,3604,5,2007,703,689,0,2,5,2,146000,1
580,12150,5,1954,1050,745,0,2,7,1,131500,1
581,14585,6,1960,1429,0,0,1,7,2,181900,1
582,12704,5,2008,2042,0,0,2,8,3,253293,1
583,11841,5,1990,816,0,1,1,5,0,118500,1
584,13500,9,1893,1521,1254,0,3,9,2,325000,1
585,6120,7,1935,989,584,0,1,6,1,133000,1
586,11443,5,2005,2028,0,1,2,7,3,369900,1
587,10267,7,1918,838,0,1,1,5,1,130000,1
588,8740,6,1982,860,0,1,1,4,2,137000,1
589,25095,8,1968,1473,0,2,1,5,1,143000,1
590,9100,6,1930,779,0,0,1,4,1,79500,1
591,8320,5,2004,770,812,0,2,6,2,185900,1
592,13478,5,2008,1728,568,1,2,10,3,451950,1
593,6600,8,1982,816,0,1,1,4,2,138000,1
594,4435,5,2003,848,0,1,1,4,2,140000,1
595,7990,6,1975,924,0,0,1,5,1,110000,1
596,11302,5,2005,1826,0,1,2,7,3,319000,1
597,3600,7,1910,684,684,0,1,7,1,114504,1
598,3922,5,2006,1402,0,0,0,7,3,194201,1
599,12984,6,1977,1647,0,1,2,7,2,217500,1
600,1950,6,1980,716,840,1,2,6,2,151000,1
601,10927,5,2005,1058,846,1,2,8,2,275000,1
602,9000,6,1937,780,595,0,1,6,1,141000,1
603,10041,5,1992,927,988,1,2,8,2,220000,1
604,3182,5,2004,600,600,0,2,4,2,151000,1
605,12803,5,2002,1494,0,1,2,6,2,221000,1
606,13600,6,1965,1186,800,0,2,7,2,205000,1
607,12464,5,1996,1040,0,1,1,6,2,152000,1
608,7800,8,1948,1112,896,1,3,8,1,225000,1
609,12168,6,1934,1940,1254,0,2,10,2,359100,1
610,7943,5,1961,1029,0,1,1,5,1,118500,1
611,11050,5,2000,1476,677,1,2,8,3,313000,1
612,10395,6,1978,1032,0,0,2,6,2,148000,1
613,11885,5,2001,1299,573,1,2,7,2,261500,1
614,8402,5,2007,1120,0,0,1,6,0,147000,1
615,1491,6,1972,630,0,1,1,3,0,75500,1
616,8800,7,1963,1054,0,1,1,6,2,137500,1
617,7861,5,2002,807,702,1,2,7,2,183200,1
618,7227,6,1954,832,0,0,1,4,2,105500,1
619,11694,5,2007,1828,0,0,2,9,3,314813,1
620,12244,5,2003,1482,780,1,2,10,3,305000,1
621,8248,3,1914,864,0,1,1,5,0,67000,1
622,10800,7,1974,1548,1066,0,2,9,2,240000,1
623,7064,6,1977,980,0,0,1,6,2,135000,1
624,2117,5,2000,756,756,0,2,4,2,168500,1
625,10400,5,1972,1012,778,1,1,8,2,165150,1
626,10000,6,1962,1116,0,0,1,5,2,160000,1
627,12342,5,1960,1422,0,0,1,6,1,139900,1
628,9600,6,1955,1520,0,1,1,7,1,153000,1
629,11606,5,1969,1040,1040,0,1,9,2,135000,1
630,9020,5,1964,1350,0,1,1,6,2,168500,1
631,9000,6,1880,1089,661,0,1,8,1,124000,1
632,4590,5,2006,1554,0,0,2,6,2,209500,1
633,11900,5,1977,1411,0,0,2,6,2,82500,1
634,9250,7,1954,1056,0,0,1,6,1,139400,1
635,6979,5,1980,1056,0,2,0,4,2,144000,1
636,10896,7,1914,1440,1440,0,2,14,0,200000,1
637,6120,3,1936,800,0,0,1,4,0,60000,1
638,6000,4,1954,811,576,0,2,7,1,93000,1
639,8777,7,1910,796,0,0,1,4,0,85000,1
640,3982,5,2006,1567,0,1,2,7,3,264561,1
641,12677,5,2003,1518,0,0,1,6,2,274000,1
642,7050,5,2001,1057,872,1,2,7,2,226000,1
643,13860,7,1972,2000,704,1,2,9,2,345000,1
644,10793,5,1969,780,840,0,2,7,2,152000,1
645,9187,5,2009,1766,0,1,2,7,3,370878,1
646,10530,5,1971,981,0,1,1,5,2,143250,1
647,7200,5,1950,1048,0,0,1,7,2,98300,1
648,10452,5,1953,1094,0,0,1,5,2,155000,1
649,7700,5,1966,1051,788,0,1,7,2,155000,1
650,1936,6,1970,630,0,1,1,3,0,84500,1
651,8125,6,2007,822,843,0,2,7,2,205950,1
652,9084,5,1940,755,755,1,1,7,1,108000,1
653,8750,5,1996,909,807,0,2,7,2,191000,1
654,10320,7,1906,756,713,0,1,7,1,135000,1
655,10437,6,1995,2113,0,1,2,7,3,350000,1
656,1680,5,1971,525,567,0,1,6,1,88000,1
657,10007,7,1959,1053,0,1,1,5,1,145500,1
658,7200,6,1931,851,651,0,1,6,1,149000,1
659,17503,5,1948,912,546,0,1,6,1,97500,1
660,9937,7,1964,1486,0,1,1,7,2,167000,1
661,12384,7,1976,1142,793,0,2,7,2,197900,1
662,46589,7,1994,1686,762,1,2,8,3,402000,1
663,13560,3,1968,1392,0,1,1,5,2,110000,1
664,10012,5,1972,1181,0,1,2,6,2,137500,1
665,20896,5,2005,2097,0,1,1,8,3,423000,1
666,11194,5,2000,1454,482,0,2,7,2,230500,1
667,18450,5,1965,1465,915,0,2,7,2,129000,1
668,8125,5,1994,1679,0,1,2,7,2,193500,1
669,14175,6,1956,1437,0,1,1,6,2,168000,1
670,11600,5,1922,1180,0,0,1,5,1,137500,1
671,8633,5,2005,738,738,1,2,7,2,173500,1
672,6629,6,1925,697,672,1,2,6,1,103600,1
673,11250,6,1977,1208,0,1,1,6,2,165000,1
674,14442,7,1957,1839,0,1,2,7,2,257500,1
675,9200,6,1965,1136,0,1,1,5,1,140000,1
676,2289,6,1978,855,586,0,2,7,2,148500,1
677,9600,2,1900,1095,679,1,2,8,3,87000,1
678,9022,8,1924,792,0,0,1,5,1,109500,1
679,11844,5,2008,2046,0,0,2,7,3,372500,1
680,9945,5,1961,988,0,1,1,5,2,128500,1
681,8012,5,1980,923,0,0,2,5,1,143000,1
682,4500,5,1932,848,672,0,1,6,1,159434,1
683,2887,5,1996,1291,0,1,1,6,2,173000,1
684,11248,5,2002,1668,0,1,2,7,3,285000,1
685,16770,5,1998,1195,644,0,2,7,2,221000,1
686,5062,5,1984,1190,900,1,2,6,2,207500,1
687,10207,6,2007,874,887,0,3,7,2,227875,1
688,5105,5,2004,551,551,0,2,4,2,148800,1
689,8089,6,2007,1419,0,1,2,7,2,392000,1
690,7577,5,2005,1362,0,0,2,6,2,194700,1
691,4426,5,2004,848,0,1,1,3,2,141000,1
692,21535,6,1994,2444,1872,0,3,10,3,755000,1
693,26178,5,1989,1238,1281,1,2,9,2,335000,1
694,5400,6,1921,1073,0,0,1,4,1,108480,1
695,6120,6,1936,1067,472,0,1,5,2,141500,1
696,13811,6,1987,1137,0,1,2,5,2,176000,1
697,6000,7,1921,616,0,0,1,4,1,89000,1
698,6420,7,1952,1148,0,0,1,6,1,123500,1
699,8450,8,1965,894,0,1,1,5,1,138500,1
700,4282,5,2004,1391,0,0,2,5,2,196000,1
701,14331,5,2002,1800,0,1,2,7,3,312500,1
702,9600,5,1969,1164,0,0,1,6,2,140000,1
703,12438,5,2006,1264,1312,0,2,10,3,361919,1
704,7630,9,1900,1032,780,0,2,8,2,140000,1
705,8400,5,2004,1484,0,1,2,7,2,213000,1
706,5600,5,1930,372,720,0,2,7,0,55000,1
707,115149,5,1971,1824,0,1,2,5,2,302000,1
708,6240,5,2006,1324,0,1,2,6,2,254000,1
709,9018,5,2007,728,728,0,2,8,2,179540,1
710,7162,7,1966,904,0,0,1,6,1,109900,1
711,4130,6,1935,729,0,0,1,5,0,52000,1
712,8712,7,1900,859,319,0,1,7,1,102776,1
713,4671,5,1988,1228,0,1,2,5,2,189000,1
714,9873,5,1970,960,0,1,1,6,2,129000,1
715,13517,8,1976,725,754,0,2,6,2,130500,1
716,10140,5,1974,1350,0,0,2,7,2,165000,1
717,10800,8,1890,1576,978,0,1,8,2,159500,1
718,10000,6,1973,1178,0,0,1,5,2,157000,1
719,10542,5,1993,1325,1093,1,2,9,3,341000,1
720,9920,6,1969,971,0,0,1,5,1,128500,1
721,6563,5,1985,1742,0,1,2,5,2,275000,1
722,4426,5,2004,848,0,1,1,3,2,143000,1
723,8120,7,1970,864,0,0,1,5,2,124500,1
724,8172,6,1954,997,473,0,2,7,1,135000,1
725,13286,5,2007,1698,0,1,2,8,3,320000,1
726,6960,6,1970,864,0,0,1,5,2,120500,1
727,21695,9,1988,1680,0,1,2,5,2,222000,1
728,7314,5,2007,1232,0,1,2,6,2,194500,1
729,11475,5,1958,1776,0,1,2,9,3,110000,1
730,6240,5,1925,848,0,0,1,5,2,103000,1
731,5389,5,1995,1616,0,1,2,5,2,236500,1
732,9590,5,2003,1146,0,1,2,6,2,187500,1
733,11404,5,1998,1153,878,0,2,8,2,222500,1
734,10000,6,1961,1144,0,1,1,6,1,131400,1
735,8978,5,1968,948,0,0,1,6,1,108000,1
736,10800,7,1914,880,888,0,1,6,2,163000,1
737,8544,4,1950,1040,0,0,2,6,2,93500,1
738,10463,5,2005,901,900,0,2,8,3,239900,1
739,10800,5,1987,1200,0,3,3,5,0,179000,1
740,9313,5,2004,864,864,0,2,7,2,190000,1
741,9600,7,1910,768,664,0,2,7,2,132000,1
742,6768,8,1961,912,0,1,1,5,1,142000,1
743,8450,5,2000,1349,0,0,2,6,2,179000,1
744,12886,6,1963,1464,0,0,2,6,2,175000,1
745,5395,5,1993,1337,0,1,2,5,2,180000,1
746,8963,9,1976,1175,1540,0,3,11,2,299800,1
747,8795,5,2000,980,1276,0,2,8,2,236000,1
748,11700,7,1880,1320,1320,0,1,8,4,265979,1
749,10593,5,1996,1720,0,1,2,7,2,260400,1
750,8405,3,1945,1088,441,0,2,9,1,98000,1
751,8800,7,1910,792,348,0,1,7,0,96500,1
752,7750,5,2003,660,660,0,2,6,2,162000,1
753,9236,5,1997,1494,0,1,2,6,2,217000,1
754,10240,5,2005,1038,1060,0,2,8,3,275500,1
755,7930,8,1969,1026,0,1,1,5,2,156000,1
756,3230,5,1999,742,729,0,2,6,2,172500,1
757,10769,5,2007,866,902,0,2,7,2,212000,1
758,11616,5,1978,672,714,0,2,6,2,158900,1
759,2280,5,1999,757,744,0,2,6,2,179400,1
760,12257,5,1995,1328,1203,0,2,9,3,290000,1
761,9100,6,1959,864,0,0,1,5,1,127500,1
762,6911,5,1924,1301,0,0,1,5,2,100000,1
763,8640,5,2009,764,783,0,2,7,2,215200,1
764,9430,5,1999,1268,1097,1,2,8,3,337000,1
765,9549,5,1995,1494,0,1,1,6,2,270000,1
766,14587,5,2008,1506,0,0,2,6,2,264132,1
767,10421,5,1988,980,734,0,2,7,2,196500,1
768,12508,7,1940,983,767,1,2,7,1,160000,1
769,9100,5,2004,1836,0,0,2,8,2,216837,1
770,53504,5,2003,1690,1589,1,3,12,3,538000,1
771,7252,5,1982,858,0,1,1,5,2,134900,1
772,8877,5,1951,1220,0,0,1,6,2,102000,1
773,7819,5,1976,1117,0,1,1,6,2,107000,1
774,10150,5,1958,912,0,0,1,5,1,114500,1
775,14226,5,2006,1973,0,0,2,9,3,395000,1
776,4500,5,1998,1204,0,1,2,5,2,162000,1
777,11210,5,2005,1614,0,0,2,7,3,221500,1
778,13350,5,1974,894,0,1,1,5,2,142500,1
779,8400,5,1977,2020,0,0,2,10,2,144000,1
780,10530,5,1977,1004,0,1,1,4,2,135000,1
781,7875,5,1995,1253,0,0,2,6,2,176000,1
782,7153,5,1992,810,793,0,2,7,2,175900,1
783,16285,5,2001,1430,0,0,2,6,2,187100,1
784,9101,6,1978,1110,0,1,1,4,2,165500,1
785,6300,6,1914,742,742,0,2,9,0,128000,1
786,9790,5,1967,1342,0,0,2,7,2,161500,1
787,10800,6,1915,966,686,1,2,7,1,139000,1
788,10142,5,2004,956,1128,1,2,8,2,233000,1
789,6000,7,1954,901,0,0,1,4,1,107900,1
790,12205,8,1966,976,1111,0,2,9,2,187500,1
791,3182,5,2005,1145,0,0,2,5,2,160200,1
792,11333,5,1976,1062,0,1,1,5,2,146800,1
793,9920,5,1996,1127,886,1,2,8,2,269790,1
794,9158,5,2007,1496,0,0,2,7,2,225000,1
795,10832,5,1994,1086,809,0,2,7,2,194500,1
796,8400,6,1980,888,676,0,2,7,2,171000,1
797,8197,5,1977,1285,0,0,1,7,2,143500,1
798,7677,5,1953,773,0,0,1,4,1,110000,1
799,13518,5,2008,1966,1174,0,3,11,3,485000,1
800,7200,7,1937,981,787,1,1,7,1,175000,1
801,12798,5,1997,616,1072,1,2,8,2,200000,1
802,4800,7,1916,1196,0,1,1,5,2,109900,1
803,8199,5,2005,728,728,1,2,7,2,189000,1
804,13891,5,2008,1734,1088,0,3,12,3,582933,1
805,9000,5,1954,1128,0,0,1,5,1,118000,1
806,12274,5,2008,1428,0,0,2,6,2,227680,1
807,9750,5,1967,980,0,0,2,6,1,135500,1
808,21384,6,1923,1072,504,2,1,6,2,223500,1
809,13400,5,1966,1086,0,1,1,6,2,159950,1
810,8100,5,1898,1075,1063,0,2,11,2,106000,1
811,10140,6,1974,1309,0,1,1,5,2,181000,1
812,4438,5,2004,848,0,1,1,4,2,144500,1
813,8712,5,1952,1044,0,0,1,4,2,55993,1
814,9750,6,1958,1442,0,0,1,7,1,157900,1
815,8248,7,1918,686,564,0,1,7,1,116000,1
816,12137,5,1998,1661,0,0,2,6,2,224900,1
817,11425,6,1954,1008,0,0,1,4,1,137000,1
818,13265,5,2002,1689,0,1,2,7,3,271000,1
819,8816,7,1971,1052,0,1,1,6,2,155000,1
820,6371,5,2009,1358,0,1,2,6,2,224000,1
821,7226,5,2003,798,842,0,2,6,2,183000,1
822,6000,4,1953,936,0,0,1,4,2,93000,1
823,12394,5,2003,847,886,0,2,7,2,225000,1
824,9900,7,1940,944,545,0,2,7,1,139500,1
825,11216,5,2006,1489,0,0,2,7,2,232600,1
826,14803,5,2007,2084,0,1,2,7,3,385000,1
827,6130,6,1924,784,0,1,1,5,0,109500,1
828,8529,5,2001,1434,0,0,2,6,2,189000,1
829,28698,5,1967,1160,966,0,2,7,2,185000,1
830,2544,5,2005,520,623,0,2,4,2,147400,1
831,11900,5,1957,1392,0,1,1,6,2,166000,1
832,3180,5,2005,520,600,0,2,4,2,151000,1
833,9548,6,2003,941,888,1,2,7,2,237000,1
834,10004,6,1964,1516,0,0,1,6,2,167000,1
835,7875,6,1961,1144,0,1,1,6,2,139950,1
836,9600,7,1950,1067,0,0,2,4,2,128000,1
837,8100,6,1948,1559,0,1,1,5,2,153500,1
838,1680,5,1973,483,504,1,1,5,1,100000,1
839,9525,6,1995,1099,0,0,1,6,1,144000,1
840,11767,6,1946,768,432,0,1,6,1,130500,1
841,12155,8,1925,810,672,0,2,7,1,140000,1
842,10440,8,1904,958,581,0,2,8,2,157500,1
843,9020,7,1966,1165,0,1,1,6,2,174900,1
844,8000,4,1961,1800,0,0,2,10,0,141000,1
845,12665,8,1915,876,540,0,1,7,3,153900,1
846,16647,5,1975,1701,0,1,2,6,2,171000,1
847,9317,5,1993,1006,769,1,2,7,2,213000,1
848,15523,6,1972,864,0,1,1,5,1,133500,1
849,45600,8,1908,1307,1051,0,3,10,2,240000,1
850,9600,7,1976,1094,761,0,2,7,2,187000,1
851,4435,5,2003,848,0,1,1,3,2,131500,1
852,3196,5,2003,1456,0,0,2,7,2,215000,1
853,7128,5,1941,918,728,0,2,7,1,164000,1
854,12095,6,1964,1445,0,0,1,7,2,158000,1
855,17920,4,1955,1779,0,1,1,6,2,170000,1
856,6897,8,1962,1040,0,1,1,6,1,127000,1
857,10970,6,1978,1026,0,1,1,5,2,147000,1
858,8125,5,1994,702,779,0,2,6,2,174000,1
859,10400,5,1976,1370,0,0,2,6,2,152000,1
860,11029,7,1968,1512,1142,1,2,9,2,250000,1
861,7642,8,1918,912,514,0,1,7,1,189950,1
862,11625,4,1965,1039,0,1,1,6,2,131500,1
863,9672,5,1984,1097,0,0,2,6,2,152000,1
864,7931,5,1959,1148,0,1,1,6,1,132500,1
865,8640,5,2007,1372,0,0,2,6,2,250580,1
866,8750,6,1970,1002,0,1,1,5,2,148500,1
867,10656,5,2006,1646,0,0,2,6,3,248900,1
868,6970,5,1961,1120,0,1,1,5,2,129000,1
869,14762,6,1948,1547,720,0,2,7,2,169000,1
870,9938,5,1993,1062,887,1,2,8,2,236000,1
871,6600,5,1962,894,0,0,1,5,1,109500,1
872,8750,5,1998,804,878,0,2,7,2,200500,1
873,8892,7,1953,910,0,0,1,5,2,116000,1
874,12144,7,1949,1036,0,0,1,6,1,133000,1
875,5720,6,1941,676,455,0,1,5,1,66500,1
876,9000,5,2007,1184,1426,0,2,11,2,303477,1
877,25286,5,1963,1040,0,1,1,5,2,132250,1
878,8834,5,2004,1462,762,1,2,10,3,350000,1
879,11782,7,1961,1155,0,1,1,6,2,148000,1
880,7000,8,1978,864,0,1,1,6,1,136500,1
881,7024,5,2005,1090,0,1,1,5,2,157000,1
882,13758,5,1990,1187,530,0,2,7,2,187500,1
883,9636,5,1992,808,785,0,2,7,2,178000,1
884,6204,5,1912,954,795,1,1,10,1,118500,1
885,7150,5,1967,892,0,0,1,5,1,100000,1
886,5119,5,1999,1709,0,1,2,5,2,328900,1
887,8393,5,1959,1712,0,0,2,8,2,145000,1
888,16466,7,1955,872,521,0,1,8,1,135500,1
889,15865,6,1970,2217,0,1,2,8,2,268000,1
890,12160,4,1953,1505,0,1,1,6,2,149500,1
891,8064,7,1949,672,252,0,1,6,2,122900,1
892,11184,5,1978,918,765,0,2,7,2,172500,1
893,8414,8,1963,1068,0,0,1,6,1,154500,1
894,13284,5,1954,1383,0,1,1,6,1,165000,1
895,7018,5,1979,1535,0,0,2,8,2,118858,1
896,7056,5,1963,983,813,1,1,8,2,140000,1
897,8765,6,1936,951,0,0,1,6,1,106500,1
898,7018,5,1979,1120,1120,0,2,12,2,142953,1
899,12919,5,2009,2364,0,1,2,11,3,611657,1
900,6993,7,1961,1236,0,0,1,6,1,135000,1
901,7340,6,1971,858,0,0,1,4,1,110000,1
902,8712,7,1957,1306,0,1,1,5,1,153000,1
903,7875,5,2003,807,702,0,2,8,2,180000,1
904,14859,5,2006,1670,0,0,2,7,3,240000,1
905,6173,6,1967,902,0,0,1,6,1,125500,1
906,9920,5,1954,1063,0,1,1,6,1,128000,1
907,13501,5,2006,1636,0,1,2,8,3,255000,1
908,11500,7,1936,1020,1037,0,1,6,1,250000,1
909,8885,5,1983,902,0,1,1,5,2,131000,1
910,12589,5,2005,742,742,0,2,8,2,174000,1
911,11600,5,1960,1105,1169,0,2,12,2,154300,1
912,9286,7,1977,1268,0,0,1,5,1,143500,1
913,6120,7,1925,1015,0,0,1,6,1,88000,1
914,6270,6,1949,1001,1001,0,2,8,3,145000,1
915,3000,5,2009,612,612,0,2,4,2,173733,1
916,2001,5,1970,546,546,0,1,6,1,75000,1
917,9000,3,1949,480,0,1,0,4,1,35311,1
918,17140,6,1956,1229,0,0,1,6,1,135000,1
919,13125,5,1991,912,1215,1,2,8,3,238000,1
920,11029,8,1958,1414,0,1,1,6,2,176500,1
921,8462,5,1994,936,785,0,2,7,2,201000,1
922,8777,7,1900,1272,928,2,2,9,0,145900,1
923,10237,5,2005,1316,0,0,2,6,2,169990,1
924,8012,5,1993,1617,0,1,2,5,2,193000,1
925,10240,6,1980,1686,0,1,2,7,2,207500,1
926,15611,6,1977,1126,0,0,2,6,2,175000,1
927,11999,5,2003,1234,1140,0,2,10,3,285000,1
928,9900,5,1968,1098,880,0,2,9,2,176000,1
929,11838,5,2001,1788,0,0,2,7,2,236500,1
930,13006,5,1997,993,1243,0,2,8,2,222000,1
931,8925,5,2007,1466,0,0,2,7,3,201000,1
932,9100,6,1965,925,0,0,1,5,1,117500,1
933,11670,5,2006,1905,0,0,2,8,3,320000,1
934,8487,5,2004,1500,0,0,2,6,2,190000,1
935,27650,7,1960,2069,0,1,2,9,2,242000,1
936,5825,5,1926,747,0,0,1,5,2,79900,1
937,10083,5,2003,1200,0,1,2,5,2,184900,1
938,9675,5,2005,1113,858,0,2,8,2,253000,1
939,8760,5,2006,1391,571,0,2,7,3,239799,1
940,24090,7,1940,1207,1196,0,2,10,1,244400,1
941,12640,5,1976,1728,0,0,2,8,2,150900,1
942,8755,5,1999,1022,1038,1,2,8,2,214000,1
943,7711,3,1977,1440,0,2,2,8,0,150000,1
944,25000,4,1967,1632,0,0,2,8,2,143000,1
945,14375,6,1958,1344,0,0,1,7,2,137500,1
946,8820,6,1890,1188,561,0,1,7,2,124900,1
947,8163,6,1959,1144,0,1,1,6,1,143000,1
948,14536,5,2002,1629,0,1,2,9,3,270000,1
949,14006,5,2002,936,840,0,2,7,2,192500,1
950,9360,7,1972,1381,0,1,1,5,2,197500,1
951,7200,8,1950,864,0,1,1,5,2,129000,1
952,7800,5,1965,965,0,1,1,6,1,119900,1
953,7200,8,1972,768,0,0,1,5,1,133900,1
954,11075,4,1969,1168,800,0,2,7,2,172000,1
955,9400,5,1975,980,0,0,2,4,0,127500,1
956,7136,6,1946,979,979,0,2,8,2,145000,1
957,1300,6,1980,561,668,0,1,5,2,124000,1
958,7420,5,1962,1057,0,0,1,6,2,132000,1
959,8450,5,2003,1337,0,1,2,6,2,185000,1
960,2572,5,1999,696,720,1,2,6,2,155000,1
961,7207,7,1958,858,0,1,1,4,0,116500,1
962,12227,7,1977,1542,1330,1,2,11,2,272000,1
963,2308,6,1976,804,744,1,2,7,2,155000,1
964,11923,5,2007,1800,0,0,2,7,2,239000,1
965,11316,5,2002,824,1070,1,2,8,2,214900,1
966,10237,5,2005,783,701,0,2,8,2,178900,1
967,9600,7,1940,976,332,1,1,7,1,160000,1
968,7390,7,1955,1098,0,1,1,6,1,135000,1
969,5925,6,1910,600,368,0,1,6,0,37900,1
970,10382,5,1958,1095,0,1,1,6,1,140000,1
971,10800,4,1949,720,472,0,1,6,0,135000,1
972,2268,5,2003,764,862,0,2,6,2,173000,1
973,7892,5,1979,918,0,0,2,5,1,99500,1
974,11639,5,2007,1428,0,0,2,6,2,182000,1
975,11414,8,1910,1136,883,0,1,8,2,167500,1
976,2651,5,2000,673,709,1,2,6,2,165000,1
977,5900,7,1923,869,0,0,1,4,0,85500,1
978,4274,5,2006,1241,0,1,1,4,2,199900,1
979,9450,5,1954,894,0,0,1,5,2,110000,1
980,8816,6,1963,1121,0,1,1,5,2,139000,1
981,12122,9,1961,999,0,1,1,6,2,178400,1
982,12203,5,1998,1276,1336,1,2,8,3,336000,1
983,3182,5,2007,1266,0,0,2,6,2,159895,1
984,11250,5,2002,1149,1141,0,2,9,2,255900,1
985,10125,5,1977,1302,432,0,2,8,2,126000,1
986,10880,5,1950,1164,0,1,1,5,1,125000,1
987,5310,8,1910,1001,634,0,1,5,1,117000,1
988,10159,5,2009,1940,0,1,2,8,3,395192,1
989,12046,6,1976,1118,912,0,2,8,2,195000,1
990,8125,5,2006,778,798,0,2,6,2,197000,1
991,9452,5,1997,1407,985,1,2,7,3,348000,1
992,17671,9,1882,916,826,0,1,8,2,168000,1
993,9760,8,1964,1020,831,0,2,7,2,187000,1
994,8846,5,2005,750,750,0,2,6,2,173900,1
995,12456,5,2006,1718,0,1,2,7,3,337500,1
996,4712,7,1946,774,456,1,1,5,1,121600,1
997,10659,6,1961,1050,0,1,1,6,1,136500,1
998,11717,6,1970,1442,0,0,2,6,2,185000,1
999,9786,4,1922,1077,0,0,1,6,1,91000,1
1000,6762,5,2006,1208,0,1,2,6,2,206000,1
1001,10206,3,1952,944,0,0,1,4,2,82000,1
